article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,652c66d5-8d16-4aeb-b967-7fcd50b332e1,HL_Softcite_SoftwareMentions_v2,Software Mention,6,,{},1,321,329,ClustalW
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,65eab1a9-182a-4eea-ae38-209a3c69a2aa,HL_Softcite_SoftwareMentions_v2,Software Mention,7,,{},1,538,545,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,0aa4d5b9-1279-4e83-bd45-11c762c81c53,HL_Softcite_SoftwareMentions_v2,Software Mention,8,,{},1,590,598,ProbCons
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,55b010a5-7296-4839-b103-2328d26c18a0,HL_Softcite_SoftwareMentions_v2,Software Mention,9,,{},1,854,862,ProbCons
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,8234f899-6f2f-4e38-b0e0-f19ed66ce163,HL_Softcite_SoftwareMentions_v2,Software Mention,10,,{},1,883,888,MAFFT
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,d3cb0d3f-30b3-4ac2-b212-2cd1fa6d0d9f,HL_Softcite_SoftwareMentions_v2,Software Mention,11,,{},1,890,896,MUSCLE
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,a44f4f74-b19a-437f-be05-c56e0ae7c665,HL_Softcite_SoftwareMentions_v2,Software Mention,12,,{},1,901,909,ClustalW
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,5cf18e57-d107-4c3b-8fd9-97c616f7b634,HL_Softcite_SoftwareMentions_v2,Software Mention,13,,{},1,912,917,MAFFT
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,35c6974a-a6a3-4150-b9c6-690439b87ece,HL_Softcite_SoftwareMentions_v2,Software Mention,14,,{},1,1010,1015,MAFFT
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,f7f8af13-ff21-41d2-a0fd-cbb5b76e1351,HL_Softcite_SoftwareMentions_v2,Software Mention,15,,{},1,1142,1148,PREFAB
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,769df55f-7d4a-41fe-b62b-845ba020c965,HL_Softcite_SoftwareMentions_v2,Software Mention,16,,{},1,1160,1166,PREFAB
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,266ca6d5-8ce1-41ce-b38c-b0bb3591c7c7,HL_Softcite_SoftwareMentions_v2,Software Mention,17,,{},1,1178,1185,SABmark
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,ef318189-cd1a-4b20-a570-f142774e53db,HL_Softcite_SoftwareMentions_v2,Software Mention,18,,{},1,1205,1211,PREFAB
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,9e98a526-235e-4116-8710-1bc64dea87ae,HL_Softcite_SoftwareMentions_v2,Software Mention,19,,{},1,1301,1305,SOFI
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,8f172a25-2927-4488-b0c3-0a6a5ca6fe55,HL_Softcite_SoftwareMentions_v2,Software Mention,20,,{},1,1315,1317,CE
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,72869e3e-aacb-4ece-a7f1-b6bebf783060,HL_Softcite_SoftwareMentions_v2,Software Mention,21,,{},1,1389,1396,SABmark
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,925b07e0-fbcc-4ad6-a5e7-b7afbb22584f,HL_Softcite_SoftwareMentions_v2,Software Mention,22,,{},1,1641,1648,SABmark
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,891e2ce4-3014-4de6-80f4-1b2739bbfe4b,HL_Softcite_SoftwareMentions_v2,Software Mention,23,,{},1,1689,1693,SOFI
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,4df9dcd2-20ad-4b1c-b690-1cff8c9f0828,HL_Softcite_SoftwareMentions_v2,Software Mention,24,,{},1,1698,1700,CE
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,bbca46bb-58c2-4263-8a22-f110c1152f37,HL_Softcite_SoftwareMentions_v2,Software Mention,25,,{},1,1720,1727,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,ae7b9447-a736-4ca7-9f31-9d351a8c7a76,HL_Softcite_SoftwareMentions_v2,Software Mention,26,,{},1,1755,1761,PREFAB
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,d6511d0c-b6cb-44a3-a1f1-c5586261aef0,HL_Softcite_SoftwareMentions_v2,Software Mention,27,,{},1,1767,1774,SABmark
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,7a5a2d24-2d48-4c12-96fe-0ff1d9320ea5,HL_Softcite_SoftwareMentions_v2,Software Mention,28,,{},1,1833,1840,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,0ad759d5-065f-41bc-a75c-d37794aba573,HL_Softcite_SoftwareMentions_v2,Software Mention,29,,{},1,1959,1967,ProbCons
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,048fd016-fa51-4b84-9098-1b237eee0b49,HL_Softcite_SoftwareMentions_v2,Software Mention,30,,{},1,2005,2010,MAFFT
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,b6e0bfb5-4574-4eb2-949c-79a48edc667a,HL_Softcite_SoftwareMentions_v2,Software Mention,31,,{},1,2181,2188,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,f5ed2cae-1bd6-442c-a576-c0629bb99afa,HL_Softcite_SoftwareMentions_v2,Software Mention,32,,{},1,2299,2306,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,70ea9b2f-37c8-476e-982d-5c1f1d982ad4,HL_Softcite_SoftwareMentions_v2,Software Mention,33,,{},1,2383,2388,MAFFT
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,f5ed56ca-36ba-464c-bb49-c674e391e8c4,HL_Softcite_SoftwareMentions_v2,Software Mention,34,,{},1,2495,2502,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,3ad329a4-f1d8-4ef2-b9dd-c42ee8fc50b5,HL_Softcite_SoftwareMentions_v2,Software Mention,35,,{},1,2975,2982,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-6/text.txt.gz,100038,PMC1636350-6,eeb6e9b1b410daa62ef9a56e213caa9fde52d29d5ada9fc02d2edcd5ac8a32fb,3603,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,e5c38f37-c9a6-463a-8829-f4f79fd6123b,Adjudicator jcsick@gmail.com task 1054 article number 100038,True,a20b7f3a-3b3f-4b6b-bbba-32c5bb3235d9,6af404e7-b827-4f67-abec-779ac8b8a6b0,HL_Softcite_SoftwareMentions_v2,Software Mention,36,,{},1,3134,3142,ProbCons
softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,49e5f78b-3e12-4cc4-b33b-92826348a785,Adjudicator jcsick@gmail.com task 1050 article number 100031,True,52279b89-2564-4add-af77-8eef616daf1a,5297e1db-0c2d-4774-86f0-031bf01776af,HL_Softcite_SoftwareMentions_v2,Software Mention,1,,{},1,783,790,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,49e5f78b-3e12-4cc4-b33b-92826348a785,Adjudicator jcsick@gmail.com task 1050 article number 100031,True,52279b89-2564-4add-af77-8eef616daf1a,42e4afe3-06e4-47e0-9a07-8ccec44871ae,HL_Softcite_SoftwareMentions_v2,Software Mention,2,,{},1,1213,1220,MUMMALS
softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,49e5f78b-3e12-4cc4-b33b-92826348a785,Adjudicator jcsick@gmail.com task 1050 article number 100031,True,52279b89-2564-4add-af77-8eef616daf1a,a8e1dd92-ce57-47e0-afdc-d5869b8fe392,HL_Softcite_SoftwareMentions_v2,Software Mention,3,,{},1,1241,1246,MAFFT
softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,e15db246-b64e-402e-a9b1-9fbc1040a2df,Qualification_SoftwareMention_I.adjudicated,49e5f78b-3e12-4cc4-b33b-92826348a785,Adjudicator jcsick@gmail.com task 1050 article number 100031,True,52279b89-2564-4add-af77-8eef616daf1a,93fa9b6d-e6b7-4da4-ad56-b3dade82c0ef,HL_Softcite_SoftwareMentions_v2,Software Mention,4,,{},1,1248,1254,MUSCLE
